,Location Id,Business Account Number,Ownership Name,DBA Name,Street Address,Source Zipcode,Class Code,PBC Code,Business Start Date,Location Start Date,Mail Address,Address,City_State_Zipcode,lat_long,geometry,area,length,po_name,state,zip
1112,0356193-02-001,356193,Nihon Sf Inc,Nihon Whisky Lounge,1779 Folsom St,94103,8,5800,10/01/2005 12:00:00 AM,10/01/2005 12:00:00 AM,1300 Fulton St,1779 FOLSOM ST,"San Francisco, CA 94103","(37.768682, -122.415644)",POINT (-122.415644 37.768682),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1132,0358709-01-001,358709,San Francisco Soup Company,San Francisco Soup Company,451 6th Street,94103,8,5800,01/01/2002 12:00:00 AM,01/01/2002 12:00:00 AM,451 6th St,451 6TH STREET,"San Francisco, CA 94103","(37.776554, -122.403187)",POINT (-122.403187 37.776554),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1138,0358709-01-009,358709,San Francisco Soup Company,San Francisco Soup Company,135 4th St Fc 2,94103,8,5800,01/01/2002 12:00:00 AM,03/06/2012 12:00:00 AM,451 6th St,135 4TH ST,"San Francisco, CA 94103","(37.784013, -122.403669)",POINT (-122.403669 37.784013),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1142,0358709-05-001,358709,San Francisco Soup Company,San Francisco Soup Company,845 Market St Space 11,94103,8,5800,01/01/2002 12:00:00 AM,09/28/2006 12:00:00 AM,451 6th St,845 MARKET ST,"San Francisco, CA 94103","(37.784972, -122.406844)",POINT (-122.406844 37.784972),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1146,0358734-01-001,358734,"Siri Group, Inc",Basil Thai Restaurant & Bar,1175 Folsom St,94103,8,5800,01/01/2001 12:00:00 AM,01/01/2001 12:00:00 AM,1175 Folsom St,1175 FOLSOM ST,"San Francisco, CA 94103","(37.775554, -122.409359)",POINT (-122.409359 37.775554),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1148,0358814-03-001,358814,Shibumi Llc,Samovar Tea Lounge,730 Howard St,94103,8,5812,08/26/2002 12:00:00 AM,05/01/2006 12:00:00 AM,2712 Mercantile Dr,730 HOWARD ST,"San Francisco, CA 94103","(37.783867, -122.401943)",POINT (-122.401943 37.783867),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1154,0359166-02-001,359166,Ae Retail West Llc,American Eagle Outfitters,865 Market St 148,94103,8,5800,06/20/2002 12:00:00 AM,06/20/2002 12:00:00 AM,77 Hot Metal Street,865 MARKET ST,"San Francisco, CA 94103","(37.784904, -122.406929)",POINT (-122.406929 37.784904),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1167,0359922-01-001,359922,Alsaad Yousef F,Garage Cafe & Market,320 11th St,94103,8,3079,10/02/2002 12:00:00 AM,10/02/2002 12:00:00 AM,320 11th St,320 11TH ST,"San Francisco, CA 94103","(37.771473, -122.413538)",POINT (-122.413538 37.771473),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1193,0361787-03-001,361787,Kim Christopher T,Munch Haven,1244 Market St,94102,8,3079,07/01/2009 12:00:00 AM,07/01/2009 12:00:00 AM,1244 Market St,1244 MARKET ST,"SAN FRANCISCO, CA 94102","(37.778047, -122.415611)",POINT (-122.415611 37.778047),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1199,0362383-02-001,362383,Barbieri Kelly M,Kelly Maria Barbieri,95 Seventh St,94103,8,3079,12/01/2003 12:00:00 AM,12/01/2003 12:00:00 AM,2071 20th Ave,95 SEVENTH ST,"San Francisco, CA 94103","(37.779396, -122.411175)",POINT (-122.411175 37.779396),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1236,0364502-03-001,364502,Baluca Inc,Bergerac,316 11th St,94103,8,5800,08/13/2009 12:00:00 AM,06/01/2013 12:00:00 AM,316 11th St.,316 11TH ST,"San Francisco, CA 94103","(37.771555, -122.413643)",POINT (-122.413643 37.771555),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1243,0364643-19-001,364643,Sodexo America Llc,Pg & E Leasing Ctr-Energy Ctr,851 Howard St,94103,8,5800,11/18/2002 12:00:00 AM,08/02/2003 12:00:00 AM,Po Box 352,851 HOWARD ST,"San Francisco, CA 94103","(37.782438, -122.403748)",POINT (-122.403748 37.782438),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1251,0364643-42-001,364643,Sodexo America Llc,Thomson Learning-San Fran,1001 Market St,94105,8,5800,11/18/2002 12:00:00 AM,08/03/2009 12:00:00 AM,Po Box 352,1001 MARKET ST,"San Francisco, CA 94105","(37.782144, -122.4104)",POINT (-122.4104 37.782144),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1255,0364920-03-001,364920,Do Cindy A,Java Wasted Cafe,105 Valencia St,94103,8,3079,03/28/2011 12:00:00 AM,05/24/2011 12:00:00 AM,0000 Undeliverable Mail,105 VALENCIA ST,"San Francisco, CA 94103","(37.771279, -122.422453)",POINT (-122.422453 37.771279),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1279,0366925-02-001,366925,Focaccia Cafe Inc,Focaccia Market Bakery,1198 Mission St,94102,8,5800,02/01/2003 12:00:00 AM,06/01/2014 12:00:00 AM,119 Sacramento St,1198 MISSION ST,"San Francisco, CA 94102","(37.777454, -122.413162)",POINT (-122.413162 37.777454),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1284,0367409-03-001,367409,Qin Xin Yi,Daddy O's Cafe,76 6th St,94103,8,3079,06/01/2012 12:00:00 AM,06/01/2012 12:00:00 AM,361 Grove St,76 6TH ST,"San Francisco, CA 94103","(37.781248, -122.409068)",POINT (-122.409068 37.781248),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1370,0372880-01-001,372880,Pasta Pomodoro Inc,Pasta Pomodoro,1550 Bryant St,94103,8,5800,02/19/2007 12:00:00 AM,02/19/2007 12:00:00 AM,851 Cherry Ave Ste 27-413,1550 BRYANT ST,"San Francisco, CA 94103","(37.76762, -122.410687)",POINT (-122.410687 37.76762),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1386,0373972-01-001,373972,Yhb San Francisco Llc,The Pickwick Hotel,85 5th St,94103,8,5812,01/15/2004 12:00:00 AM,01/15/2004 12:00:00 AM,4353 East Willow St,85 5TH ST,"San Francisco, CA 94103","(37.782857, -122.406646)",POINT (-122.406646 37.782857),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1387,0373972-02-001,373972,Yhb San Francisco Llc,Pickwick Cafe,85 Fifth St,94103,8,5812,01/15/2004 12:00:00 AM,08/11/2004 12:00:00 AM,4353 East Willow St,85 FIFTH ST,"San Francisco, CA 94103","(37.782857, -122.406646)",POINT (-122.406646 37.782857),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1395,0374204-02-001,374204,Gourmet Provisions Llc,B Restaurant,720 Howard St,94103,8,5812,03/01/2004 12:00:00 AM,10/20/2006 12:00:00 AM,245 Kearny St,720 HOWARD ST,"San Francisco, CA 94103","(37.784187, -122.401533)",POINT (-122.401533 37.784187),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1412,0375706-02-001,375706,Chef De Cuisine Catering Llc,Triptych,1155 Folsom St,94103,8,5812,04/01/2004 12:00:00 AM,04/26/2005 12:00:00 AM,2327 Market St,1155 FOLSOM ST,"San Francisco, CA 94103","(37.775843, -122.408998)",POINT (-122.408998 37.775843),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1498,0380180-01-001,380180,Caluz Inc,Limon Restaurant,524 Valencia St,94110,8,5800,09/01/2004 12:00:00 AM,09/01/2004 12:00:00 AM,524 Valencia St,524 VALENCIA ST,"San Francisco, CA 94110","(37.764427, -122.421837)",POINT (-122.421837 37.764427),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1531,0381160-01-001,381160,Two Smart Guys Llc,The Truckstop Cafe,798 Brannan St,94103,8,5812,10/01/2004 12:00:00 AM,10/01/2004 12:00:00 AM,798 Brannan St,798 BRANNAN ST,"San Francisco, CA 94103","(37.773044, -122.403233)",POINT (-122.403233 37.773044),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1532,0381160-02-001,381160,Two Smart Guys Llc,Cafe Mars,798 Brannan St,94103,8,5812,10/01/2004 12:00:00 AM,10/01/2004 12:00:00 AM,798 Brannan St,798 BRANNAN ST,"San Francisco, CA 94103","(37.773044, -122.403233)",POINT (-122.403233 37.773044),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1533,0381160-03-001,381160,Two Smart Guys Llc,Mars Bar & Restaurant,798 Brannan St,94103,8,5812,10/01/2004 12:00:00 AM,06/08/2005 12:00:00 AM,798 Brannan St,798 BRANNAN ST,"San Francisco, CA 94103","(37.773044, -122.403233)",POINT (-122.403233 37.773044),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1556,0382387-01-001,382387,"Jbc Of San Francisco, Ca. Inc.","Jbc Of San Francisco, Ca. Inc.",101 4th St. 170,94103,8,5800,11/15/2004 12:00:00 AM,11/15/2004 12:00:00 AM,9737 Lurline Ave,101 4TH ST,"San Francisco, CA 94103","(37.783618, -122.403169)",POINT (-122.403169 37.783618),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1557,0382387-02-001,382387,"Jbc Of San Francisco, Ca. Inc.",Jillian's,101 4th St,94103,8,5800,11/15/2004 12:00:00 AM,12/06/2004 12:00:00 AM,9737 Lurline Ave,101 4TH ST,"San Francisco, CA 94103","(37.783618, -122.403169)",POINT (-122.403169 37.783618),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1584,0384285-07-002,384285,Sega Food Group Inc,Cafe Bellini,865 Market St,94102,8,5800,12/24/2008 12:00:00 AM,12/24/2008 12:00:00 AM,235 Powell St,865 MARKET ST,"San Francisco, CA 94102","(37.784904, -122.406929)",POINT (-122.406929 37.784904),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1588,0384285-09-001,384285,Sega Food Group Inc,Caffe Central,845 Market St 13a,94102,8,5800,12/24/2008 12:00:00 AM,11/15/2011 12:00:00 AM,235 Powell St,845 MARKET ST,"San Francisco, CA 94102","(37.784972, -122.406844)",POINT (-122.406844 37.784972),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1602,0385111-01-001,385111,888 Foods & Enterprises Inc,888 Foods & Enterprises Inc,257 3rd St,94103,8,5800,02/11/2005 12:00:00 AM,02/11/2005 12:00:00 AM,355 Park Plaza Dr Apt 317,257 3RD ST,"San Francisco, CA 94103","(37.784248, -122.399528)",POINT (-122.399528 37.784248),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1631,0386000-01-001,386000,Bar Tartine Lp,Bar Tartine,561 Valencia St,94110,8,5812,06/01/2005 12:00:00 AM,06/01/2005 12:00:00 AM,2819 Cauchoo Court,561 VALENCIA ST,"San Francisco, CA 94110","(37.763954, -122.421792)",POINT (-122.421792 37.763954),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1660,0387830-01-001,387830,Txt Llc,Cat Club,1188 Folsom St,94103,8,5800,05/04/2005 12:00:00 AM,05/04/2005 12:00:00 AM,1190 Folsom Street,1188 FOLSOM ST,"San Francisco, CA 94103","(37.775184, -122.409819)",POINT (-122.409819 37.775184),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1682,0388950-03-001,388950,Janpapar Inc,Million Thai Restaurant & Bar,55 5th St,94103,8,5800,07/01/2005 12:00:00 AM,01/01/2010 12:00:00 AM,55 5th St,55 5TH ST,"San Francisco, CA 94103","(37.783206, -122.407093)",POINT (-122.407093 37.783206),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1712,0390875-01-002,390875,Alive Llc,Alive Llc,101 4th St,94103,8,5800,08/18/2005 12:00:00 AM,05/20/2009 12:00:00 AM,1972 Lombard St,101 4TH ST,"San Francisco, CA 94103","(37.783618, -122.403169)",POINT (-122.403169 37.783618),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1746,0391761-13-001,391761,Bay Bread Llc,La Boulange De Yerba Buena,781 Mission St,94103,8,5812,10/10/2005 12:00:00 AM,03/12/2012 12:00:00 AM,Po Box 34442 Tax 2,781 MISSION ST,"San Francisco, CA 94103","(37.784224, -122.404488)",POINT (-122.404488 37.784224),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1747,0391761-14-001,391761,Bay Bread Llc,La Boulange Du Dome,845 Market St 496,94103,8,5812,10/10/2005 12:00:00 AM,06/18/2012 12:00:00 AM,Po Box 34442 Tax 2,845 MARKET ST,"San Francisco, CA 94103","(37.784972, -122.406844)",POINT (-122.406844 37.784972),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1773,0393245-01-001,393245,Nass Enterprise Llc,Dennys Restaurant,816 Mission St,94103,8,5812,11/04/2005 12:00:00 AM,11/04/2005 12:00:00 AM,5009 Debbie Ct 5009 Debbie Ct,816 MISSION ST,"San Francisco, CA 94103","(37.78404, -122.404878)",POINT (-122.404878 37.78404),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1786,0393942-01-001,393942,Phan Terry T,7-Mission Restaurant,150 7th St,94103,8,3079,12/15/2005 12:00:00 AM,12/15/2005 12:00:00 AM,150 7th St,150 7TH ST,"San Francisco, CA 94103","(37.778566, -122.410156)",POINT (-122.410156 37.778566),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1790,0394223-01-001,394223,Quintanar Rafael,El Norteno,801 Bryant St,94103,8,3079,01/01/2006 12:00:00 AM,01/01/2006 12:00:00 AM,730 Grand Ave,801 BRYANT ST,"San Francisco, CA 94103","(37.776043, -122.402539)",POINT (-122.402539 37.776043),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1798,0394330-01-001,394330,Pejooh Rosemarie A,Sweet La La,986 Market St,94102,8,3079,01/06/2006 12:00:00 AM,01/20/2006 12:00:00 AM,822 Lakeshore Dr,986 MARKET ST,"San Francisco, CA 94102","(37.782443, -122.410037)",POINT (-122.410037 37.782443),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1805,0394504-03-001,394504,Sam Incorporated,Sam's Diner,1220 Market St,94102,8,5800,01/01/2006 12:00:00 AM,09/01/2006 12:00:00 AM,1220 Market St,1220 MARKET ST,"San Francisco, CA 94102","(37.778539, -122.41499)",POINT (-122.41499 37.778539),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1808,0394593-01-001,394593,Coello Karla I,Karla I Coello,770 Natoma St C,94103,8,3079,01/11/2006 12:00:00 AM,01/11/2006 12:00:00 AM,5191 3rd St,770 NATOMA ST,"C San Francisco, CA 94103","(37.775803, -122.413246)",POINT (-122.413246 37.775803),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1814,0394762-01-001,394762,Westfield Pacific Inc,Power Up Cafe,1001 Brannan St,94103,8,5800,02/01/2006 12:00:00 AM,02/01/2006 12:00:00 AM,4138 20th St,1001 BRANNAN ST,"San Francisco, CA 94103","(37.769936, -122.407141)",POINT (-122.407141 37.769936),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1831,0395702-01-001,395702,Casip Llc,208 Valencia,208 Valencia St,94103,8,5800,02/15/2006 12:00:00 AM,02/15/2006 12:00:00 AM,0000 Undeliverable Mail,208 VALENCIA ST,"San Francisco, CA 94103","(37.769671, -122.422359)",POINT (-122.422359 37.769671),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1832,0395702-02-001,395702,Casip Llc,Valencia Street Caregivers,208 Valencia St,94103,8,5800,02/15/2006 12:00:00 AM,02/15/2006 12:00:00 AM,0000 Undeliverable Mail,208 VALENCIA ST,"San Francisco, CA 94103","(37.769671, -122.422359)",POINT (-122.422359 37.769671),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1833,0395742-01-001,395742,C & O Incorporated,Beard Papa Sweets Cafe,99 Yerba Buena Ln,94103,8,5800,03/01/2006 12:00:00 AM,03/01/2006 12:00:00 AM,99 Yerba Buena Ln,99 YERBA BUENA LN,"San Francisco, CA 94103","(37.78511, -122.403506)",POINT (-122.403506 37.78511),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1834,0395742-02-001,395742,C & O Incorporated,Beard Papa Sweets Cafe,845 Market St Fe16,94103,8,5800,03/01/2006 12:00:00 AM,09/28/2006 12:00:00 AM,99 Yerba Buena Ln,845 MARKET ST,"San Francisco, CA 94103","(37.784972, -122.406844)",POINT (-122.406844 37.784972),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1863,0396639-01-001,396639,Andale S F Centre,Andale Mexican Restaurant,865 Market St Fe7,94103,8,5800,03/13/2006 12:00:00 AM,03/13/2006 12:00:00 AM,"845 Market St, Spfe 7",865 MARKET ST,"San Francisco, CA 94103","(37.784904, -122.406929)",POINT (-122.406929 37.784904),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1869,0396861-01-001,396861,Panchitas Restaurant Llc,Panchitas Restaurant #2,3091 16th St,94103,8,5800,03/20/2006 12:00:00 AM,03/20/2006 12:00:00 AM,3091 16th St,3091 16TH ST,"San Francisco, CA 94103","(37.764928, -122.421577)",POINT (-122.421577 37.764928),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1871,0396861-03-001,396861,Panchitas Restaurant Llc,Panchitas Pupusas Truck,337 Valencia St,94103,8,5800,03/20/2006 12:00:00 AM,04/22/2014 12:00:00 AM,3091 16th St,337 VALENCIA ST,"San Francisco, CA 94103","(37.767438, -122.422137)",POINT (-122.422137 37.767438),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1873,0396949-04-001,396949,Miraloma Market Corporation,Taqueria Dos Amigos,888 Brannan St 838,94103,8,5800,04/01/2006 12:00:00 AM,06/28/2007 12:00:00 AM,888 Brannan St #838,888 BRANNAN ST,"San Francisco, CA 94103","(37.77167, -122.404961)",POINT (-122.404961 37.77167),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1892,0397432-01-001,397432,Mission Beach Cafe Llc,Mission Beach Cafe Llc,198 Guerrero St,94103,8,5812,04/17/2006 12:00:00 AM,04/17/2006 12:00:00 AM,198 Guerrero St,198 GUERRERO ST,"San Francisco, CA 94103","(37.768016, -122.424479)",POINT (-122.424479 37.768016),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1913,0398082-02-002,398082,Fazzari Valentino A,Caffettino,1145 Market St,94103,8,3079,04/25/2006 12:00:00 AM,04/15/2013 12:00:00 AM,Po Box 40578,1145 MARKET ST,"San Francisco, CA 94103","(37.779692, -122.41351)",POINT (-122.41351 37.779692),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1947,0399027-01-001,399027,Nocal Subs Inc,Subway Sandwiches #34341,11 3rd St,94103,8,5800,06/15/2006 12:00:00 AM,06/15/2006 12:00:00 AM,Po Box 640900,11 3RD ST,"San Francisco, CA 94103","(37.787141, -122.403125)",POINT (-122.403125 37.787141),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1951,0399277-01-001,399277,Jdco Inc,Java Detour,170 S Van Ness Ave,94103,8,5800,11/19/2004 12:00:00 AM,11/19/2004 12:00:00 AM,0000 Undeliverable Mail,170 S VAN NESS AVE,"San Francisco, CA 94103","(37.770683, -122.417948)",POINT (-122.417948 37.770683),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1952,0399277-01-002,399277,Jdco Inc,Java Detour,1550 Bryant St 725,94103,8,5800,11/19/2004 12:00:00 AM,01/01/2010 12:00:00 AM,0000 Undeliverable Mail,1550 BRYANT ST,"San Francisco, CA 94103","(37.76762, -122.410687)",POINT (-122.410687 37.76762),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1964,0399680-01-001,399680,Hot Burger Llc,El Cafetazo,3087 16th St,94103,8,5812,02/02/2006 12:00:00 AM,02/02/2006 12:00:00 AM,3087 - 16th St,3087 16TH ST,"San Francisco, CA 94103","(37.764932, -122.421513)",POINT (-122.421513 37.764932),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1965,0399680-02-001,399680,Hot Burger Llc,Hot Burger Llc,3087 16th St,94103,8,5812,02/02/2006 12:00:00 AM,02/02/2006 12:00:00 AM,3087 - 16th St,3087 16TH ST,"San Francisco, CA 94103","(37.764932, -122.421513)",POINT (-122.421513 37.764932),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1967,0399710-01-001,399710,"Fourth Floor Restaurant, Llc",Lark Creek Steak,845 Market St #402,94103,8,5812,09/28/2006 12:00:00 AM,09/28/2006 12:00:00 AM,1 Market St Suite 347 Spear Tower,845 MARKET ST,"San Francisco, CA 94103","(37.784972, -122.406844)",POINT (-122.406844 37.784972),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1977,0400274-01-001,400274,"Thai Gourmet Group, Llc",Coriander Gourmet Thai,845 Market St Fe-4,94103,8,5812,07/09/2006 12:00:00 AM,09/28/2006 12:00:00 AM,266 Topaz Way,845 MARKET ST,"SAN FRANCISCO, CA 94103","(37.784972, -122.406844)",POINT (-122.406844 37.784972),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1978,0400274-02-001,400274,"Thai Gourmet Group, Llc",Coriander Thai,845 Market St Fe-4,94103,8,5812,07/09/2006 12:00:00 AM,09/28/2006 12:00:00 AM,266 Topaz Way,845 MARKET ST,"San Francisco, CA 94103","(37.784972, -122.406844)",POINT (-122.406844 37.784972),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1986,0400674-01-001,400674,Jersey Tomatoes Llc,Jersey Tomatoes Llc,138 6th St,94103,8,5812,07/28/2006 12:00:00 AM,01/05/2007 12:00:00 AM,Po Box 14217,138 6TH ST,"San Francisco, CA 94103","(37.780446, -122.408065)",POINT (-122.408065 37.780446),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1987,0400674-02-001,400674,Jersey Tomatoes Llc,Split Pea Seduction,138 6th St,94103,8,5812,07/28/2006 12:00:00 AM,01/05/2007 12:00:00 AM,Po Box 14217,138 6TH ST,"San Francisco, CA 94103","(37.780446, -122.408065)",POINT (-122.408065 37.780446),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1989,0400706-02-001,400706,Maxfield Inc,Hand & Mind,845 Market St 331,94103,8,5800,12/08/2005 12:00:00 AM,09/28/2006 12:00:00 AM,43040 Christy St,845 MARKET ST,"San Francisco, CA 94103","(37.784972, -122.406844)",POINT (-122.406844 37.784972),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
1992,0400765-01-001,400765,Pequena Estrella Llc,Little Star Pizza Valencia,400 Valencia St,94103,8,5812,09/15/2006 12:00:00 AM,09/15/2006 12:00:00 AM,400 Valencia St,400 VALENCIA ST,"San Francisco, CA 94103","(37.766407, -122.422033)",POINT (-122.422033 37.766407),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
2005,0401492-01-001,401492,Straits San Francisco Llc,Straits Restaurant,845 Market St 597,94103,8,5812,08/24/2006 12:00:00 AM,08/24/2006 12:00:00 AM,1122 7th Avenue,845 MARKET ST,"San Francisco, CA 94103","(37.784972, -122.406844)",POINT (-122.406844 37.784972),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
2007,0401670-01-001,401670,Amoura Inc,Amoura,845 Market St Fe2,94103,8,5800,09/01/2006 12:00:00 AM,09/01/2006 12:00:00 AM,Po Box 280428,845 MARKET ST,"San Francisco, CA 94103","(37.784972, -122.406844)",POINT (-122.406844 37.784972),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
2015,0402127-01-001,402127,Sf Cafe Partners Llc,Caffe Trieste,1667 Market St,94103,8,5812,06/06/2006 12:00:00 AM,06/06/2006 12:00:00 AM,0000 Undeliverable Mail,1667 MARKET ST,"San Francisco, CA 94103","(37.773445, -122.421267)",POINT (-122.421267 37.773445),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
2016,0402193-01-001,402193,City Capital Mangt. Group Inc,Icon Ultra Lounge,1192 Folsom St,94103,8,5800,09/08/2006 12:00:00 AM,09/08/2006 12:00:00 AM,1192 Folsom St,1192 FOLSOM ST,"San Francisco, CA 94103","(37.775104, -122.40992)",POINT (-122.40992 37.775104),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
2017,0402193-02-001,402193,City Capital Mangt. Group Inc,F8,1192 Folsom St,94103,8,5800,09/08/2006 12:00:00 AM,05/01/2013 12:00:00 AM,1192 Folsom St,1192 FOLSOM ST,"San Francisco, CA 94103","(37.775104, -122.40992)",POINT (-122.40992 37.775104),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
